sentence1,sentence2,label
什么是超节点？,超节点有什么用？,0
什么是超节点？,超节点、超网孔对解题的实质影响？,0
什么是超节点？,什么是超网孔？,0
什么是超节点？,电感上的电流是否会发生突变?,0
什么是超节点？,什么是线性电路？,0
什么是超网孔？,超网孔是什么？,1
什么是超网孔？,怎么定义超网孔？,1
什么是超网孔？,超网孔的定义是什么？,1
什么是超网孔？,如何定义超网孔？,1
什么是超网孔？,怎样定义超网孔？,1
什么是超网孔？,超节点、超网孔对解题的实质影响？,0
什么是超网孔？,电感上的电流是否会发生突变?,0
什么是超网孔？,什么是线性电路？,0
什么是超网孔？,什么是差分器？,0
什么是超网孔？,什么是相量？,0
电感上的电流是否会发生突变?,电感上的电流会发生突变吗？,1
电感上的电流是否会发生突变?,电感上的电流是不是会发生突变？,1
电感上的电流是否会发生突变?,电流在电感上是否会发生突变？,1
电感上的电流是否会发生突变?,电流在电感上会发生突变吗？,1
电感上的电流是否会发生突变?,电流在电感上是不是会发生突变,1
电感上的电流是否会发生突变?,电感器的串联和并联公式是什么？,0
电感上的电流是否会发生突变?,电桥法测电阻的原理是什么？,0
电感上的电流是否会发生突变?,电容常数、电感感应系数的定义,0
电感上的电流是否会发生突变?,什么是线性电路？,0
电感上的电流是否会发生突变?,什么是电源变换？,0
什么是线性电路？,线性电路是什么？,1
什么是线性电路？,线性电路的定义是？,1
什么是线性电路？,怎么定义线性电路？,1
什么是线性电路？,如何定义线性电路？,1
什么是线性电路？,线性电路是怎样定义的？,1
什么是线性电路？,线性电路有什么用？,0
什么是线性电路？,线性电路的作用是？,0
什么是线性电路？,线性电路的应用是？,0
什么是线性电路？,线性电路的实际用途有？,0
什么是线性电路？,线性电路和非线性电路有什么不同？,0
什么是电源变换？,电源变换是什么？,1
什么是电源变换？,电源变换的定义是？,1
什么是电源变换？,电源变换是怎样定义的？,1
什么是电源变换？,如何定义电源变换？,1
什么是电源变换？,电源变换如何定义？,1
什么是电源变换？,电流在电感上是不是会发生突变？,0
什么是电源变换？,电流的图像有什么不同？,0
什么是电源变换？,电源变换是什么作用？,0
什么是电源变换？,电源变换是用来干什么的？,0
什么是电源变换？,电源变换的实际用途有？,0
什么是差分器？,差分器是什么？,1
什么是差分器？,差分器的定义是？,1
什么是差分器？,差分器是如何定义的？,1
什么是差分器？,怎样定义差分器？,1
什么是差分器？,差分器是怎么样去定义的？,1
什么是差分器？,差分器有什么用？,0
什么是差分器？,差分器的实际作用有？,0
什么是差分器？,差分器的用途是什么？,0
什么是差分器？,怎样利用差分器？,0
什么是差分器？,差分器是怎样去利用的？,0
什么是电路的时间常数？,电路的时间常数是什么？,1
什么是电路的时间常数？,怎么定义电路的时间常数？,1
什么是电路的时间常数？,电路的时间常数怎么去定义？,1
什么是电路的时间常数？,电路的时间常数如何定义？,1
什么是电路的时间常数？,如何定义电路的时间常数,1
什么是电路的时间常数？,电路的时间常数有什么用途？,0
什么是电路的时间常数？,电路的时间常数的实际作用有？,0
什么是电路的时间常数？,电路的时间常数是用来干嘛的？,0
什么是电路的时间常数？,电路的时间常数怎么使用？,0
什么是电路的时间常数？,如何利用电路的时间常数？,0
什么是阶跃响应？,阶跃响应是什么？,1
什么是阶跃响应？,怎样定义阶跃响应？,1
什么是阶跃响应？,阶跃响应的定义是什么？,1
什么是阶跃响应？,阶跃响应如何定义？,1
什么是阶跃响应？,如何去定义阶跃响应？,1
什么是阶跃响应？,阶跃响应有什么用？,0
什么是阶跃响应？,阶跃响应的实际用途有？,0
什么是阶跃响应？,阶跃响应的用处有什么？,0
什么是阶跃响应？,如何利用阶跃响应？,0
什么是阶跃响应？,阶跃响应怎么用？,0
什么是自然响应？,自然响应是什么？,1
什么是自然响应？,自然响应的定义是什么？,1
什么是自然响应？,自然响应如何去定义？,1
什么是自然响应？,怎样定义自然响应？,1
什么是自然响应？,如何定义自然响应？,1
什么是自然响应？,自然响应有什么用？,0
什么是自然响应？,自然响应的用处有？,0
什么是自然响应？,自然响应的实际用途是？,0
什么是自然响应？,怎样利用自然响应？,0
什么是自然响应？,如何使用自然响应？,0
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么因素？,1
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼由什么决定？,1
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么条件？,1
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼用什么决定？,1
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,用什么决定RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼？,1
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,自然响应与临时响应的区别是？,0
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,自然响应如何去定义？,0
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,自耦变压器与一般变压器的主要区别在于？,0
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,自然响应有什么用？,0
RLC电路的自然响应是过阻尼，欠阻尼还是临界阻尼取决于什么？,阻尼是什么？,0
什么是相量？,相量是什么？,1
什么是相量？,相量的定义是什么？,1
什么是相量？,如何定义相量？,1
什么是相量？,相量应该怎样定义？,1
什么是相量？,怎样定义相量？,1
什么是相量？,相量有什么用？,0
什么是相量？,相量的用处是？,0
什么是相量？,相量的实际用途有？,0
什么是相量？,相量可以用来干嘛？,0
什么是相量？,怎样用相量？,0
电源变换的概念适用于频率吗？,电源变换的概念是否适用于频率？,1
电源变换的概念适用于频率吗？,电源变换的概念能用于频率吗？,1
电源变换的概念适用于频率吗？,电源变换的概念适合用于频率吗？,1
电源变换的概念适用于频率吗？,电源变换的概念能否适用于频率？,1
电源变换的概念适用于频率吗？,电源变换的概念用于频率可以吗？,1
电源变换的概念适用于频率吗？,什么是平均功率？,0
电源变换的概念适用于频率吗？,什么是有效值？,0
电源变换的概念适用于频率吗？,什么是伯德图？,0
电源变换的概念适用于频率吗？,有源元件与功率的关系？,0
电源变换的概念适用于频率吗？,戴维南定理适用范围？,0
什么是平均功率？,平均功率是什么？,1
什么是平均功率？,平均功率怎么定义？,1
什么是平均功率？,平均功率的定义是什么？,1
什么是平均功率？,怎样定义平均功率？,1
什么是平均功率？,如何定义平均功率？,1
什么是平均功率？,平均功率有什么用？,0
什么是平均功率？,平均功率的实际用途是什么？,0
什么是平均功率？,平均功率能拿来干什么？,0
什么是平均功率？,怎么使用平均功率？,0
什么是平均功率？,平行平板的电容量的决定因素主要有哪些？,0
什么是有效值？,有效值是什么？,1
什么是有效值？,有效值的定义是什么？,1
什么是有效值？,有效值是怎样定义的？,1
什么是有效值？,如何定义有效值？,1
什么是有效值？,怎样定义有效值？,1
什么是有效值？,有效值有什么用？,0
什么是有效值？,有效值的实际作用是什么？,0
什么是有效值？,怎样利用有效值？,0
什么是有效值？,有效值是如何使用的？,0
什么是有效值？,有什么特征？,0
什么是自耦变压器？,自耦变压器是什么？,1
什么是自耦变压器？,自耦变压器的定义是什么？,1
什么是自耦变压器？,自耦变压器是怎样定义的？,1
什么是自耦变压器？,如何定义自耦变压器？,1
什么是自耦变压器？,怎样定义自耦变压器？,1
什么是自耦变压器？,自耦变压器有什么用？,0
什么是自耦变压器？,自耦变压器的实际作用是什么？,0
什么是自耦变压器？,自耦变压器如何去利用？,0
什么是自耦变压器？,自耦变压器是如何去使用的？,0
什么是自耦变压器？,自耦变压器有什么特征？,0
什么是伯德图？,伯德图是什么？,1
什么是伯德图？,伯德图的定义是什么？,1
什么是伯德图？,伯德图是怎样定义的？,1
什么是伯德图？,如何定义伯德图？,1
什么是伯德图？,怎样定义伯德图？,1
什么是伯德图？,伯德图有什么用？,0
什么是伯德图？,伯德图的实际作用是什么？,0
什么是伯德图？,伯德图如何去利用？,0
什么是伯德图？,伯德图是如何去使用的？,0
什么是伯德图？,伯德图有什么特征？,0
什么是二端口网络？,二端口网络是什么？,1
什么是二端口网络？,二端口网络的定义是什么？,1
什么是二端口网络？,二端口网络是怎样定义的？,1
什么是二端口网络？,如何定义二端口网络？,1
什么是二端口网络？,怎样定义二端口网络？,1
什么是二端口网络？,二端口网络有什么用？,0
什么是二端口网络？,二端口网络的实际作用是什么？,0
什么是二端口网络？,二端口网络如何去利用？,0
什么是二端口网络？,二端口网络是如何去使用的？,0
什么是二端口网络？,二端口网络有什么特征？,0
受控源基本组成是什么？,受控源基本组成有什么？,1
受控源基本组成是什么？,受控源基本组成是？,1
受控源基本组成是什么？,受控源由哪些基本组成？,1
受控源基本组成是什么？,受控源基本组成有哪些？,1
受控源基本组成是什么？,受控源基本组成是哪些？,1
受控源基本组成是什么？,受控源与独立源在电路的处理方式,0
受控源基本组成是什么？,受控源与独立源的区别是什么,0
受控源基本组成是什么？,受控源在现实生活中有什么应用？,0
受控源基本组成是什么？,有源元件与功率的关系？,0
受控源基本组成是什么？,非线性电阻与线性电阻区别是什么？,0
有源元件与功率的关系？,有源元件与功率的关系是什么？,1
有源元件与功率的关系？,有源元件与功率的关系有哪些？,1
有源元件与功率的关系？,有源元件与功率有什么关系？,1
有源元件与功率的关系？,有源元件与功率有哪些关系？,1
有源元件与功率的关系？,有源元件与功率之间的关系是什么？,1
有源元件与功率的关系？,有效值是怎样定义的？,0
有源元件与功率的关系？,有效值的实际作用是什么？,0
有源元件与功率的关系？,戴维南定理适用范围？,0
有源元件与功率的关系？,带有两个相同类型储能元件的二阶电路能否振荡响应？,0
有源元件与功率的关系？,利用相量法分析正弦稳态响应的优点？,0
非线性电阻与线性电阻区别是什么？,非线性电阻与线性电阻区别有什么？,1
非线性电阻与线性电阻区别是什么？,非线性电阻与线性电阻区别有哪些？,1
非线性电阻与线性电阻区别是什么？,非线性电阻与线性电阻区别是？,1
非线性电阻与线性电阻区别是什么？,非线性电阻与线性电阻有什么区别？,1
非线性电阻与线性电阻区别是什么？,非线性电阻与线性电阻区别有哪些区别？,1
非线性电阻与线性电阻区别是什么？,线性特征是指？,0
非线性电阻与线性电阻区别是什么？,线性电路与非线性电路是什么,0
非线性电阻与线性电阻区别是什么？,线性电路和非线性电路有什么不同？,0
非线性电阻与线性电阻区别是什么？,线性电路应满足什么条件？,0
非线性电阻与线性电阻区别是什么？,戴维南定理适用范围？,0
戴维南定理适用范围？,戴维南定理适用范围是什么？,1
戴维南定理适用范围？,戴维南定理适用范围包括哪些？,1
戴维南定理适用范围？,戴维南定理适用于哪些电路？,1
戴维南定理适用范围？,戴维南定理适用范围有哪些？,1
戴维南定理适用范围？,戴维南定理适用于什么范围？,1
戴维南定理适用范围？,戴维南定理与诺顿定理之间的联系,0
戴维南定理适用范围？,戴维南定理和诺顿定理中受控源该如何处理？,0
戴维南定理适用范围？,戴维南定理是什么？,0
戴维南定理适用范围？,戴维南定理和诺顿定理在多频电路中应注意？,0
戴维南定理适用范围？,戴维南定理和诺顿定理中的关闭是指？这两个定律适用范围是？,0
为什么电容上电压不能突变？,电容上电压为什么不能突变？,1
为什么电容上电压不能突变？,电容上电压不能突变的原因是？,1
为什么电容上电压不能突变？,电容上电压不能突变的理由？,1
为什么电容上电压不能突变？,电容上电压不能突变是为什么呢？,1
为什么电容上电压不能突变？,电容上电压为啥不能突变？,1
为什么电容上电压不能突变？,电压、功率的正负？,0
为什么电容上电压不能突变？,电容、电感的频域有何关系？,0
为什么电容上电压不能突变？,电压和电流有效值的计算公式如何得出？,0
为什么电容上电压不能突变？,为什么电感电阻非常小？,0
为什么电容上电压不能突变？,什么是电路稳态响应？,0
为什么电感电阻非常小？,电感电阻为什么非常小？,1
为什么电感电阻非常小？,为何电感电阻非常小？,1
为什么电感电阻非常小？,为什么电感电阻会非常小？,1
为什么电感电阻非常小？,电感电阻非常小的原因是？,1
为什么电感电阻非常小？,电感电阻非常小的理由是？,1
为什么电感电阻非常小？,电感上电压、电流的关系,0
为什么电感电阻非常小？,电容有什么作用？,0
为什么电感电阻非常小？,电导和电阻表示元件的什么特性？,0
为什么电感电阻非常小？,电感上的电流是否会发生突变？,0
为什么电感电阻非常小？,电感与电容的区别是什么,0
时间常数与衰减速度关系是什么？,时间常数与衰减速度有什么关系？,1
时间常数与衰减速度关系是什么？,时间常数与衰减速度关系有哪些？,1
时间常数与衰减速度关系是什么？,时间常数与衰减速度之间的关系是什么？,1
时间常数与衰减速度关系是什么？,时间常数与衰减速度关系有什么？,1
时间常数与衰减速度关系是什么？,时间常数与衰减速度有什么联系？,1
时间常数与衰减速度关系是什么？,时域与相量域的联系,0
时间常数与衰减速度关系是什么？,时间常数对电路响应的影响是怎样的？,0
时间常数与衰减速度关系是什么？,时域与频域中都有哪些对偶的参量,0
时间常数与衰减速度关系是什么？,什么是电路稳态响应？,0
时间常数与衰减速度关系是什么？,二阶电路特点是什么？,0
什么是电路稳态响应？,电路稳态响应是什么？,1
什么是电路稳态响应？,电路稳态响应的定义是什么？,1
什么是电路稳态响应？,如何定义电路稳态响应？,1
什么是电路稳态响应？,怎样定义电路稳态响应？,1
什么是电路稳态响应？,电路稳态响应该怎样定义？,1
什么是电路稳态响应？,电路稳态响应有什么作用？,0
什么是电路稳态响应？,为什么有电路稳态响应？,0
什么是电路稳态响应？,电路稳态响应的实际作用是什么？,0
什么是电路稳态响应？,怎样利用电路稳态响应？,0
什么是电路稳态响应？,电路稳态响应和瞬态响应的区别是什么？,0
二阶电路特点是什么？,二阶电路特点有哪些？,1
二阶电路特点是什么？,二阶电路有哪些特点？,1
二阶电路特点是什么？,什么是二阶电路特点？,1
二阶电路特点是什么？,哪些是二阶电路特点？,1
二阶电路特点是什么？,二阶电路特点包括哪些？,1
二阶电路特点是什么？,为什么有二阶电路特点？,0
二阶电路特点是什么？,二阶电路特点有什么作用？,0
二阶电路特点是什么？,二阶电路特点实际应用有哪些？,0
二阶电路特点是什么？,怎么利用二阶电路特点？,0
二阶电路特点是什么？,二阶电路特点的应用是什么？,0
带有两个相同类型储能元件的二阶电路能否振荡响应？,带有两个相同类型储能元件的二阶电路能不能振荡响应？,1
带有两个相同类型储能元件的二阶电路能否振荡响应？,带有两个相同类型储能元件的二阶电路是否能有振荡响应？,1
带有两个相同类型储能元件的二阶电路能否振荡响应？,带有两个相同类型储能元件的二阶电路能否形成振荡响应？,1
带有两个相同类型储能元件的二阶电路能否振荡响应？,带有两个相同类型储能元件的二阶电路能否造成振荡响应？,1
带有两个相同类型储能元件的二阶电路能否振荡响应？,带有两个相同类型储能元件的二阶电路能否导致振荡响应？,1
带有两个相同类型储能元件的二阶电路能否振荡响应？,带有两个相同类型储能元件的一阶电路能否振荡响应？,0
带有两个相同类型储能元件的二阶电路能否振荡响应？,相量与正弦信号的关系是什么？,0
带有两个相同类型储能元件的二阶电路能否振荡响应？,交流电路求解步骤是什么？,0
带有两个相同类型储能元件的二阶电路能否振荡响应？,利用相量法分析正弦稳态响应的优点？,0
带有两个相同类型储能元件的二阶电路能否振荡响应？,复功率包含了哪些信息？,0
相量与正弦信号的关系是什么？,相量与正弦信号的关系有哪些？,1
相量与正弦信号的关系是什么？,什么是相量与正弦信号的关系？,1
相量与正弦信号的关系是什么？,有哪些相量与正弦信号的关系？,1
相量与正弦信号的关系是什么？,相量与正弦信号的关系怎么定义？,1
相量与正弦信号的关系是什么？,相量与正弦信号的关系如何定义？,1
相量与正弦信号的关系是什么？,相量与正弦信号的关系怎么形成？,0
相量与正弦信号的关系是什么？,为什么有相量与正弦信号的关系？,0
相量与正弦信号的关系是什么？,相量与正弦信号的关系有什么用？,0
相量与正弦信号的关系是什么？,相量与正弦信号的关系用处是什么？,0
相量与正弦信号的关系是什么？,相量与正弦信号的关系的实际应用是什么？,0
交流电路求解步骤是什么？,交流电路求解步骤有哪些？,1
交流电路求解步骤是什么？,交流电路求解步骤是哪些？,1
交流电路求解步骤是什么？,交流电路求解步骤包括什么？,1
交流电路求解步骤是什么？,交流电路求解步骤包括哪些？,1
交流电路求解步骤是什么？,请问交流电路求解步骤是什么？,1
交流电路求解步骤是什么？,利用相量法分析正弦稳态响应的优点？,0
交流电路求解步骤是什么？,交流功率的守恒定理的适用范围是什么？,0
交流电路求解步骤是什么？,交流电在RC，RL，RLC电路中的应用例子有哪些？,0
交流电路求解步骤是什么？,交流电路中电阻的幅频特性曲线是二次函数吗？什么时候可将谐振频率近似看作带宽部分的对称轴？,0
交流电路求解步骤是什么？,求解网络参数的方法和技巧？,0
利用相量法分析正弦稳态响应的优点？,利用相量法分析正弦稳态响应的优点有哪些？,1
利用相量法分析正弦稳态响应的优点？,利用相量法分析正弦稳态响应的优点有什么？,1
利用相量法分析正弦稳态响应的优点？,利用相量法分析正弦稳态响应的优点是什么？,1
利用相量法分析正弦稳态响应的优点？,利用相量法分析正弦稳态响应的优点包括什么？,1
利用相量法分析正弦稳态响应的优点？,利用相量法分析正弦稳态响应的优点是哪些？,1
利用相量法分析正弦稳态响应的优点？,利用相量法分析正弦稳态响应的缺点？,0
利用相量法分析正弦稳态响应的优点？,相量与正弦信号的关系如何定义？,0
利用相量法分析正弦稳态响应的优点？,正弦量和相量有什么不同？,0
利用相量法分析正弦稳态响应的优点？,相量与正弦信号的关系怎么定义？,0
利用相量法分析正弦稳态响应的优点？,相量与正弦信号的关系怎么形成？,0
复功率包含了哪些信息？,复功率包含了什么信息？,1
复功率包含了哪些信息？,复功率包含的信息是？,1
复功率包含了哪些信息？,复功率包括了哪些信息？,1
复功率包含了哪些信息？,复功率涵盖了哪些信息？,1
复功率包含了哪些信息？,复功率之中包含了哪些信息？,1
复功率包含了哪些信息？,复功率是什么？,0
复功率包含了哪些信息？,复功率有什么用？,0
复功率包含了哪些信息？,为什么叫复功率？,0
复功率包含了哪些信息？,复功率的实际用途有哪些？,0
复功率包含了哪些信息？,复功率的用处有哪些？,0
什么是耦合电路？,耦合电路是什么？,1
什么是耦合电路？,耦合电路的定义是什么？,1
什么是耦合电路？,耦合电路怎样定义？,1
什么是耦合电路？,如何定义耦合电路？,1
什么是耦合电路？,怎样定义耦合电路？,1
什么是耦合电路？,耦合电路有什么用处？,0
什么是耦合电路？,耦合电路的实际用途有什么？,0
什么是耦合电路？,如何利用耦合电路？,0
什么是耦合电路？,耦合电路的利用价值有什么？,0
什么是耦合电路？,耦合电路能用来干什么？,0
什么是磁耦合？,磁耦合是什么？,1
